1,1,0,0,0.5,0.4,0.5,32.57,77.6,28.83,4.8,36,88.8,32.8,5.3,0
0,0,0,0,0.6,0.4,0.67,33.66,76.9,33.5,4.95,37.1,89.2,30.5,5.2,0
1,0,0,0,0.7,0.5,0.83,35.75,76.7,33.6,4.96,36.9,89.5,29.9,5.23,0
0,1,1,1,0.8,0.88,0.67,32.625,76.5,32.76,4.93,33.1,102.3,35.5,5.5,0
0,1,1,1,0.7,0.67,0.5,32.14,77.1,31.5,4.91,32.9,99.7,36.1,5.71,1
1,1,1,1,0.8,0.5,1,31.66,78.6,26.98,4.7,30.6,77.6,42.5,5.5,1
0,1,1,1,0.8,0.5,1,32,78.7,26.4,4.73,29.9,78.9,43.2,5.22,1
0,1,1,1,0.7,0.4,0.83,33.5,78.95,25.9,4.67,30.8,75.7,41.3,5.35,1
0,0,1,1,0.6,0.7,0.17,33.75,85.5,25.3,4.64,39.6,90.5,27.7,4.83,1
0,0,1,1,0.6,0.7,0,32.96,84.4,25.6,4.61,39.9,90.62,28.8,4.92,1
1,1,1,1,0.7,0.6,0,32.5,83.6,26.1,4.7,39.3,91.2,29.52,4.91,0
1,1,1,1,0.8,0.67,0.5,33.85,82,27.2,4.89,24,71.2,28.2,4.6,1
0,1,1,1,0.8,0.56,0.67,33.2,81.25,26.8,4.81,25.1,70.5,27.1,4.71,0
1,1,1,1,0.8,0.67,0.5,33.71,79.8,26.9,4.78,26.1,72.2,28.9,4.45,1
0,0,1,1,0.7,0.78,0.5,31.5,78.66,27.22,4.76,32.6,97.11,36.68,5.52,0
1,1,0,1,0.55,0.5,0,32.3,79.1,25.6,4.51,24.8,71.1,26.5,4.73,1
0,0,0,1,0.67,0.56,0.25,32.61,84.3,30.2,4.63,36.3,77.5,32.5,4.9,0
1,0,0,0,0.7,0.22,1,33.1,83.3,27.5,4.85,29.7,73.6,24.1,5.3,1
0,1,0,1,0.8,0.3,0.33,30.2,81.8,28.8,4.65,32.85,85.3,32.2,5.3,1
0,1,0,1,0.8,0.9,1,29.9,81.6,26.65,4.81,37.7,94.2,26.8,4.9,0
0,0,0,1,0.8,0.78,0.25,29.8,80.5,31.77,5.01,44.2,87.5,32,5.05,0
1,0,1,1,0.67,0.56,0.67,30.66,72.9,29.57,4.71,33.6,75.5,29.87,4.9,0
0,1,1,1,0.55,0.67,0.67,30.51,71.7,28.56,4.81,34.1,76.7,30.51,4.78,0
0,1,1,1,0.55,0.67,0.67,30.31,70.2,27.3,4.85,34.6,76.8,29.3,4.75,0
0,1,1,1,0.5,0.22,0.2,30.16,71.5,28.9,4.75,37.3,80.1,31.5,5.2,0
1,0,1,1,0.4,0.6,0.3,30.05,70.7,29.1,4.82,31.5,78.2,27.85,4.2,0
1,1,1,1,0.3,0.7,0,29.9,69.9,29.8,4.93,37.5,76.5,30.1,4.45,0
1,1,1,1,0.3,0.8,0.25,29.7,69.7,30.1,4.85,33.8,78.2,29.9,4.82,0
1,1,1,1,0.3,0.25,0.25,29.6,74.4,31.2,4.77,32.75,81.25,41.2,5.3,0
1,0,1,1,0.2,0.38,0.25,30.1,73.6,32.2,4.81,33.1,82.2,36.5,4.95,0
0,0,1,1,0.2,0.44,0.25,30.6,74.7,30.7,4.62,33.2,83.3,37.5,5.4,0
1,0,1,1,0.3,0.6,0,32.268,74.94,37.216,4.774,35.48,80.3,28.638,4.628,0
1,0,1,1,0.3,0.5555555556,0,33.424,75.648,38.002,4.782,44.16,87.56,39.9,5.004,1
1,0,1,1,0.4,0.5,0.1666666667,33.678,74.84,33.202,4.728,34.048,78.35,35.718,4.872,1
1,0,1,1,0.4,0.5,0,32.9,73.982,33.066,4.722,35.98,80.74,28.552,4.674,0
0,0,1,0,0.3,0.5555555556,0.5,33.92,70.664,30.406,4.394,32.96,84.212,33.78,4.548,1
0,1,1,0,0.4,0.5,0.5,42.06,81.46,30.17,4.392,32.58,83.96,36.67,4.566,1
0,1,1,1,0.5,0.4,0.5,38.3,76.1,30.98,4.46,29,85.6,32.5,4.416,0
1,0,1,1,0.4,0.5,0.5,34.774,75.18,26.76,4.264,29.24,85.4,32.18,4.408,0
1,0,1,1,0.4,0.6,0.5,32.6,72.38,30.832,4.686,31.4,88.6,34.08,4.42,1
1,1,1,1,0.7,0.4,0,33.02,83.4,29.72,4.976,43.7,81.7,29.828,4.774,1
0,0,1,1,0.7,0.4,0.1666666667,33.08,77.44,27.8,4.882,38,78.2,30.4,4.848,1
0,0,1,1,0.7,0.4,0.3333333333,34.8,81,27.952,4.91,43.424,78.348,36.718,5.022,1
1,1,1,1,0.7,0.7777777778,0.2,34.83,89.192,25.558,5.096,44.562,89,32.884,5.056,1
0,0,1,1,0.7,0.7,0.2,35.194,88.356,25.448,4.988,45.2,85.4,35.85,4.788,1
1,0,1,1,0.7,0.7,0.4,35.2,88.2,25.406,4.842,45.2,85.4,30.94,5.016,0
0,1,0,0,0,0.5,0.6666666667,30.4,75.2,28.238,4.67,30.4,80.4,31.98,4.986,0
1,0,0,0,0,0.5,0.5,31.8,72.8,31.764,4.838,30.4,80.6,29.52,4.848,0
0,0,0,1,0,0.6,0.3333333333,31.4,73,31.854,4.888,30.6,80.6,29.49,4.84,0
0,1,1,1,0,0.2,0.5,31.6,73.8,29.178,4.95,28.4,73,38.266,5.464,1
1,1,1,1,0.1,0.1,0.6666666667,34.8,92,27.988,4.89,29.4,69.4,39.264,5.472,1
0,1,1,1,0.2,0.1,0.6666666667,33.2,93.4,29.14,4.916,27,69.4,43.598,5.592,1
1,1,1,1,0.3,0.1,0.6666666667,32.4,74.4,30.856,5.316,28.4,71.8,37.376,5.534,1
0,0,1,1,0.4,0.1,0.6666666667,32.2,74.6,24.814,4.298,28.2,73.6,38.906,5.446,1
0,1,0,1,0.5,0.625,0.3333333333,33,73.2,35.776,4.836,37.8,81,30.796,4.918,0
1,0,0,1,0.5,0.75,0.1666666667,31.8,71.2,32.336,4.914,39.6,81,30.796,4.918,0
0,0,0,1,0.55,0.7142857143,0.2,32.2,72.6,35.13,5.01,40,81.4,30.816,4.936,1
0,1,0,0,0.55,0.1,0.5,33.7,75.2,31.012,4.824,28.6,80.2,38.764,5.688,1
0,1,0,0,0.55,0.1,0.5,33.4,75,31.662,4.878,29.6,80.4,40.638,5.79,0
0,1,0,0,0.55,0.2,0.5,33.4,75.2,31.918,4.886,28.8,73.4,38.97,5.424,0
0,1,1,1,0.44,0.4444444444,0.8,34.8,72.5,27.8,4.59,27.3,83.2,38.5,5.3,1
1,1,1,1,0.44,0.4444444444,1,31.2,71.8,30.1,4.72,30.9,81.9,30.5,5.02,1
1,0,1,0,0.55,0.4444444444,1,31.4,72.1,29.9,4.67,30.6,80.7,31.7,5.11,1
0,1,0,1,0.4,0.4,0.166666667,33.61,84.03,24.4,4.71,32.1,88.2,34.8,5.42,1
1,0,0,0,0.4,0.4,0.333333333,33.63,84.2,24.5,4.73,32.5,90.3,33.1,5.33,0
0,1,0,0,0.3,0.7,0.333333333,32.94,83.6,30.27,4.91,30.1,90.61,32.25,5.37,0
1,0,0,0,0.3,0.4,0.833333333,32.63,84.1,30.1,4.81,30.83,77.67,35.2,5.21,1
1,0,0,0,0.3,0.7,0.1666666667,33.73,84,30.17,4.82,30.18,91.1,30.5,5.41,1
0,1,0,0,0.4,0.8,0.5,33.92,82.7,31.4,4.91,38.36,98.5,39.1,5.69,0
0,0,0,0,0.3,0.5,0.166666667,33.82,82.75,31.5,4.93,35.6,93.1,32.43,5.31,1
0,1,0,0,0.4,0.6,0.333333333,33.04,81.75,29.91,5.08,48.59,94.5,33.92,5.02,0
